,PRISM.7122,PRISM.7147,PRISM.7150,PRISM.7153,PRISM.7184,PRISM.7238,PRISM.7406,PRISM.7408,PRISM.7421,PRISM.7445,PRISM.7486,PRISM.7496,PRISM.7506,PRISM.7547,PRISM.7658,PRISM.7662,PRISM.7744,PRISM.7759,PRISM.7762,PRISM.7776,PRISM.7791,PRISM.7843,PRISM.7847,PRISM.7852,PRISM.7855,PRISM.7858,PRISM.7860,PRISM.7861,PRISM.7862,PRISM.7870,PRISM.7874,PRISM.7875,PRISM.7879,PRISM.7897,PRISM.7899,PRISM.7904,PRISM.7906,PRISM.7908,PRISM.7909,PRISM.7910,PRISM.7911,PRISM.7912,PRISM.7938,PRISM.7941,PRISM.7947,PRISM.7948,PRISM.7955,PRISM.7971,PRISM.7989,PRISM.8095,PRISM.8096,PRISM.8101,PRISM.8106,PRISM.8129,PRISM.8226,PRISM.8244,PRISM.8264,PRISM.8275,PRISM.8283,PRISM.8332,PRISM.8336,PRISM.8361,PRISM.8374,PRISM.8377,PRISM.8406,PRISM.8441,PRISM.8444,PRISM.8447,PRISM.8452,PRISM.8458,PRISM.8462,PRISM.8464,PRISM.8466,PRISM.8467,PRISM.8475,PRISM.8480,PRISM.8483,PRISM.8485,PRISM.8496,PRISM.8502,PRISM.8503,PRISM.8511,PRISM.8513,PRISM.8515,PRISM.8523,PRISM.8534,PRISM.8537,PRISM.8550,PRISM.8564,PRISM.8565,PRISM.8573,PRISM.8577,PRISM.8589,PRISM.8591,PRISM.8592,PRISM.8605,PRISM.8624,PRISM.8628,PRISM.8629,PRISM.8667,PRISM.8675,PRISM.8683,PRISM.8692,PRISM.8696,PRISM.8728,PRISM.8734,PRISM.8735,PRISM.8746,PRISM.8749,PRISM.8753,PRISM.8754,PRISM.8758,PRISM.8764,PRISM.8765,PRISM.8774,PRISM.8776,PRISM.8778,PRISM.8783,PRISM.8784,PRISM.8785,PRISM.8788,PRISM.8789,PRISM.8794,PRISM.8795,PRISM.8800,PRISM.8802,PRISM.8803,PRISM.8805,PRISM.8806,PRISM.8807,PRISM.8809,PRISM.8815,PRISM.8841,PRISM.8843,PRISM.8844,PRISM.8846,PRISM.8847,PRISM.8849,PRISM.8878,PRISM.8882,PRISM.8892,PRISM.8894,PRISM.8898,PRISM.8924,PRISM.8932,PRISM.8982,PRISM.8998,PRISM.9010,PRISM.9018,PRISM.9030,PRISM.9033,PRISM.9074,PRISM.9079,PRISM.9126,PRISM.9148
triethanolamine,215.134,58.8638,348.819,1464.73,33.9602,148.673,2008.32,218.661,54.2071,87.362,46.7256,33.7888,515.197,33.5256,42.9273,32.7643,365.019,18.9126,20.3837,56.9204,16.1718,5.60812,32.1532,24.3825,187.634,119.577,65.3842,31.1283,26.5818,85.8132,111.346,43.6016,19.7752,220.544,103.492,36.077,158.529,25.9397,142.383,18.0273,97.1257,524.451,9.93727,20.0044,71.6251,26.5852,121.851,144.211,319.121,23.7478,27.7709,301.193,16.584,32.3982,49.928,590.651,53.0331,45.1607,218.126,69.1109,33.2505,21.6565,73.3448,0.0,228.352,28.8009,18.09,195.536,132.549,54.7615,42.4555,20.8989,0.0,653.485,0.0,73.2541,25.5345,11.1759,298.09,26.2714,186.712,16.98,79.752,196.51,17.8784,168.943,24.607,144.661,49.3316,66.53,16.352,17.5634,29.8704,26.7932,34.1087,36.7648,71.7436,79.0486,40.6984,158.602,15.1987,16.74,84.2111,434.014,36.1798,1032.21,295.773,864.205,49.2003,303.349,96.4281,628.595,805.345,57.6205,53.5531,62.7509,30.0646,750.702,315.499,59.1515,147.349,96.0979,156.463,14.2735,36.6941,223.015,51.2564,33.3915,142.549,23.5654,292.646,209.04,287.317,181.912,114.83,190.768,63.9768,54.5765,37.8305,45.7412,19.5811,327.23,10368.0,1085.89,69.3413,30.8788,305.813,70.1915,409.217,55.9018,51.4171,19.6611,98.6679,43.7427,69.8364
4-hydroxy-3-methylacetophenone,142.129,91.9306,142.669,164.544,35.4285,28.9933,64.6253,87.4351,43.3796,10.0346,31.8355,83.4285,160.358,138.3,52.3007,249.869,114.912,143.315,0.0,35.0767,91.3003,2.70173,147.961,92.5354,128.221,108.555,162.189,185.585,207.61,123.399,195.435,28.5853,111.382,99.839,228.194,92.1451,365.66,47.8221,324.974,228.752,150.554,139.634,10.1555,21.5624,20.8373,28.0311,142.735,11.3995,29.4307,9.4646,32.0072,190.918,24.2905,9.70046,27.5855,128.923,0.0,14.1282,247.197,156.299,0.0,109.285,41.9167,48.0456,63.7361,69.6523,59.7389,52.6183,4.66352,150.56,40.5607,137.329,87.975,45.0116,36.0876,0.0,27.0016,66.5796,46.0053,13.3397,82.819,148.734,115.233,214.059,18.2694,0.0,0.0,50.4044,35.2745,0.0,49.7036,117.868,116.765,26.3459,34.1835,41.0561,127.016,180.217,78.9091,34.411,63.1119,0.0,77.1084,85.0445,76.7505,73.329,81.0144,22.2004,23.2103,65.0392,208.256,130.756,256.806,40.6959,237.418,65.7828,141.175,134.819,169.519,96.1216,262.349,249.417,559.259,27.1262,61.5699,95.4712,97.1728,7.78375,0.0,44.9098,68.224,161.146,14.562,84.3068,20.4929,74.767,119.574,19.1605,141.508,35.7949,250.04,163.765,136.365,263.782,35.335,120.318,20.4029,345.901,186.45,53.637,72.2251,25.5496,26.4875,27.998,18.3351
pyridoxamine,1334.057,547.4299,1038.35,418.33,1180.666,24.49734,24.8518,453.2393,1446.22,920.753,607.719,1731.755,450.655,843.208,1350.906,1844.826,1560.504,1667.24,824.595,326.8272,1019.291,252.1174,3119.614,815.428,2326.169,2030.587,3626.211,3299.84,2372.904,2089.742,2367.014,123.6721,2987.295,812.151,2534.095,2868.857,1180.66,924.994,4560.597,2550.108,1673.379,2076.875,332.1429,635.466,173.2444,610.688,1750.453,73.79403,68.129,400.8464,265.9546,829.659,624.772,745.688,202.4562,928.797,25.28299,622.235,373.7734,984.925,19.39528,1610.238,971.099,1223.396,858.11,1734.245,2969.502,686.8837,18.00989,2765.914,318.6466,475.312,615.908,1109.726,1171.409,28.98081,695.822,1444.839,629.701,101.57508,1888.024,1169.069,1119.648,771.807,205.2225,20.43256,112.5291,99.1604,1304.323,92.5614,1349.717,413.9234,3340.698,622.399,665.773,264.443,647.511,684.4261,9.56549,83.3717,604.165,454.7197,890.262,104.3721,410.6302,234.1137,83.9003,31.2856,123.7753,280.1653,917.358,26.04557,1642.991,2157.109,1064.271,1293.759,1278.368,594.102,569.8793,506.355,429.7323,1493.668,966.956,285.2262,625.833,260.1575,1368.329,109.0373,58.58702,223.0185,170.0338,332.121,138.0746,296.9516,74.0457,146.7285,300.345,40.97211,230.1465,180.0009,1040.007,1011.477,170.6719,741.051,689.509,230.3725,220.3322,1039.24,129.4142,221.2567,191.4007,102.8396,1426.652,364.2574,392.6492
methylpyridonecarboxamide,849.069,663.666,271.314,69.103,678.937,66.3069,148.997,129.54,157.822,138.831,86.2832,44.008,195.379,275.064,565.682,8.43993,205.732,510.631,94.2158,313.818,121.923,23.1057,70.242,799.761,103.79,164.906,823.527,360.952,840.452,12.2788,88.8917,209.388,9.9636,324.042,35.8656,553.557,0.0,252.476,105.731,299.183,350.759,55.1163,138.973,1204.84,39.8065,42.6683,6.33175,1328.28,107.69,2488.8,124.956,419.791,144.457,1090.9,425.389,420.018,599.208,50.7925,146.75,147.017,196.006,742.193,110.672,226.383,189.8,26.1942,9.44597,21.7711,424.409,187.119,336.637,1535.98,94.7328,152.508,53.3891,197.983,385.853,79.1103,8287.79,45.5247,13.297,167.746,43.9908,235.002,58.7318,549.448,322.24,788.82,472.131,2129.0,332.722,51.609,106.168,47.7778,323.777,83.0578,354.37,265.036,454.539,166.813,1479.88,204.853,0.0,168.877,156.287,64.1208,218.228,323.543,94.7372,58.577,6.84299,129.861,79.2391,11.4956,6.57668,38.6376,0.0,364.586,0.0,410.183,24.9285,190.762,220.472,23.6675,158.518,4.11576,794.354,60.7184,55.6434,768.928,1042.83,215.391,537.839,54.6616,74.4176,184.077,14.4602,179.268,269.537,396.888,232.131,606.434,128.147,245.885,1667.41,0.0,444.357,373.967,174.86,205.947,83.7722,449.244,305.89,412.568,223.301
carnitine,1216.43,502.266,1919.81,323.669,1383.4,81691.6,2276.82,3406.4,1083.01,690.281,859.651,639.961,2720.03,1881.6,744.179,277.362,546.086,2466.55,808.7,4605.7,1627.05,214.967,1522.9,6156.41,1208.58,1452.26,272.515,642.046,1564.68,1391.03,1164.58,5904.0,1302.18,4114.02,835.05,1047.81,748.035,578.477,1815.09,3119.4,2187.69,2849.21,1507.43,1848.13,9161.15,415.811,4375.36,3949.96,2969.36,976.817,1351.05,1533.97,7997.91,1664.22,12898.1,1605.75,191894.0,3724.55,837.879,467.886,69689.8,15166.1,894.703,1732.33,5837.02,1501.19,2292.23,6388.31,13648.2,1500.85,2042.51,4482.36,1274.41,571.869,703.721,25110.4,4756.0,7120.41,1786.47,12776.8,1758.31,2469.82,4868.29,934.312,10205.4,76023.1,4386.97,8426.99,4062.87,14045.8,977.672,3149.65,834.34,2563.29,570.362,5394.02,1709.96,1229.1,127528.0,690.498,480.143,1345.93,883.765,1855.01,1366.51,2049.47,1868.72,6181.14,3530.63,5192.67,296.188,15105.0,413.742,1785.24,704.642,0.0,1559.47,4294.25,897.152,1212.34,837.982,578.932,1250.66,734.634,1039.8,873.845,7085.87,2180.28,2459.39,60975.8,2563.95,10762.4,33754.6,2296.8,1598.86,1597.0,3086.95,2405.71,2410.67,11362.1,2499.13,1004.87,1204.35,3140.1,8479.21,1654.87,1291.06,1088.47,15234.2,2202.86,487.688,4331.33,1484.91,79946.8,1956.24
methionine sulfoxide,191.942,107.359,429.054,403.676,296.719,246.805,94.8504,317.51,326.4,81.9173,157.831,401.855,207.451,215.305,323.832,147.171,264.063,318.066,160.49,281.689,374.575,471.448,323.84,234.091,380.801,324.11,382.497,495.078,269.975,81.1819,181.604,2874.61,351.954,345.736,170.058,254.988,314.851,186.944,142.966,185.742,203.216,320.503,165.987,298.169,54.8218,46.8117,101.623,122.038,309.832,116.692,308.295,213.28,541.336,81.9003,899.133,352.94,785.623,540.855,142.803,516.003,415.451,488.147,136.774,300.369,1501.89,592.287,331.115,302.142,789.134,639.138,121.639,105.296,230.031,723.349,491.41,1785.07,207.025,92.1062,173.664,1439.01,400.697,401.543,469.147,211.134,470.963,86.2259,67.5323,200.38,197.492,962.219,194.66,188.485,410.443,267.606,158.657,771.145,294.874,385.427,184.16,65.2624,53.9464,311.778,268.231,166.493,359.809,106.643,926.438,2596.92,123.933,314.506,99.207,2990.77,185.428,113.467,825.311,218.108,402.796,663.233,252.056,762.468,126.166,228.251,199.672,223.068,315.281,275.129,896.131,257.473,152.693,906.048,411.776,203.367,266.309,759.563,28.1911,302.106,240.601,607.952,675.786,1275.39,238.692,941.311,809.509,336.919,839.382,133.574,270.593,606.085,302.887,189.451,59.719,26.5407,235.314,223.608,83.192
1-methylguanine,17.1701,0.0277991,0.0204992,0.0,63.307,12.718,288.785,0.0,21.2633,49.9001,3.83676,17.8705,18.507,0.0,106.9,0.0,0.0,63.1329,4.34723,798.555,25.1331,137.9,247.218,33.0572,235.361,249.77,179.884,42.6932,292.881,0.0591182,54.2887,59.8704,91.3507,194.607,48.5104,0.0,206.053,124.956,0.0244175,328.266,90.1934,62.2186,5.70012,21.8919,31.6182,0.0,165.872,0.0,210.651,27.3856,7.35586,34.8549,4.38148,0.0,38.9298,80.0475,232.859,32.3375,14.4647,24.2697,611.811,0.0,11.9095,0.0206504,43.0955,82.0621,20.6345,16.4747,880.069,0.0290487,5.81981,107.5,11.4166,234.688,9.55761,95.0857,0.0,0.0,0.0,338.92,87.7309,0.0,173.466,0.0,83.8221,824.938,13.1904,0.0,67.3887,83.8733,33.0104,0.0,175.967,0.0,43.883,25.2037,78.9617,15.5321,2550.21,0.0,0.019287,78.1035,7.36032,0.0,8.80151,0.0,299.008,247.195,62.54,8.49914,16.8524,74.14,54.9012,12.1238,36.0236,78.0996,0.0927057,0.0,17.3685,0.0,25.7112,36.7409,0.0,0.0,0.0,34.9416,15.9556,23.9883,0.0,88.154,0.0,213.075,810.953,14.1688,43.2691,0.0,0.0,123.18,0.0,151.321,61.4895,87.9386,0.0,0.0,40.9631,8.24314,150.47,14.644,43.23,0.0,22.0395,18.9558,124.52,241.023,20.4829
7-methylguanine,18.1549,975.084,1339.96,1026.95,2814.09,1097.78,1412.11,2922.87,2110.13,2080.03,1128.91,2400.26,8.70935,1691.62,1592.36,1333.2,2855.4,2093.69,1525.93,2023.98,1879.99,706.266,522.476,506.236,1070.59,4310.73,4972.48,5119.53,4347.78,1132.73,545.265,1094.78,474.339,4058.19,4052.8,1452.24,3836.59,1437.82,2917.33,1772.6,3802.67,775.427,834.074,1515.15,1132.38,486.123,1268.87,1892.39,489.814,1676.25,742.884,95.8094,1157.94,1668.09,694.223,48.0106,569.487,1805.05,9.74168,3290.42,441.588,3666.68,1893.43,1202.97,2288.81,498.669,91.2696,438.503,1761.45,890.79,1394.71,2295.61,2057.46,2327.53,2547.32,69.6265,1692.3,497.267,2002.12,488.663,413.558,2176.51,1153.01,3302.65,988.276,1570.45,361.874,794.722,846.9,1501.79,2132.39,2717.85,520.781,1488.78,2024.29,586.812,1836.57,391.604,2422.92,1694.04,1732.67,2429.15,21.6303,1131.77,22.445,2325.45,1188.38,2263.64,1119.82,1264.79,0.0,28.1153,75.0887,12.8018,3177.47,4558.39,14.4592,1939.22,31.0613,3535.14,15.2414,18.4242,2672.94,420.359,1923.57,11.4786,2511.08,726.35,727.685,1403.23,2421.61,1437.33,1569.44,371.01,1606.03,968.747,1310.9,1180.15,2541.69,1564.08,2365.67,105.794,766.128,13.1874,2065.24,8.46775,1280.81,20.4331,1779.88,2477.71,0.0,636.38,2148.4,1042.32,1533.91
3-methylxanthine,5.70761,594.513,482.68,41.0858,315.692,222.309,128.149,268.881,580.382,256.891,236.351,266.992,0.0,449.051,193.617,289.715,265.096,141.437,73.5732,106.094,313.751,17.6152,84.0162,35.7882,0.0,264.726,112.262,134.316,76.2841,403.865,7.85295,59.5215,0.0,421.6,196.231,262.057,667.629,0.0,193.592,683.505,212.132,31.6525,244.876,69.0187,354.137,37.0429,153.991,163.41,39.6399,299.476,31.6085,186.21,238.593,31.5439,26.2133,11.4662,0.0,115.69,0.0,55.6486,4.57385,838.685,559.385,231.686,44.8418,50.1889,0.0,7.47995,14.0125,539.419,849.898,64.5877,691.854,242.38,259.232,0.0,359.515,601.397,255.387,32.2958,7.79444,517.419,7.4492,54.3128,70.1461,0.0,173.773,107.616,168.229,146.398,273.245,267.139,42.8545,114.628,456.192,30.2673,883.583,305.695,0.0,132.067,154.366,173.646,8.35367,21.9722,0.0,377.249,13.5257,23.0621,910.467,69.9293,0.0,0.0,0.0,0.0,50.9682,294.015,0.0,233.887,0.0,51.849,0.0,0.0,136.312,6.62677,198.967,0.0,0.0,34.971,98.5853,159.945,831.234,415.361,65.7455,13.6554,42.6071,21.6183,18.7952,0.0,279.001,86.3223,604.145,0.0,128.947,0.0,329.474,0.0,222.308,0.0,485.8,631.913,0.0,42.0823,200.342,249.949,58.4251
3-methylhistidine,21.8923,201.838,65.509,367.558,336.853,180.322,63.4967,175.503,130.662,39.2692,1417.7,369.635,90.2835,57.1758,40.8723,86.839,61.9027,554.584,687.728,2795.15,57.8753,344.251,854.55,212.42,615.108,192.119,97.2309,71.3263,1230.07,408.249,34.9924,202.657,31.5934,788.018,246.505,1432.38,56.1879,384.838,98.0382,35.6234,195.867,509.136,106.714,28.0786,23.809,47.8987,61.0465,211.089,192.262,35.4379,371.995,1035.17,127.828,375.161,196.883,232.345,99.8745,359.72,52.4352,24.7593,381.485,1016.05,859.023,675.002,84.032,139.484,30.7064,454.338,568.326,51.2879,305.983,197.922,29.2983,381.699,44.4059,744.481,720.968,437.929,29.8829,415.961,88.1463,629.854,378.914,96.1085,151.983,27.4433,368.538,412.573,1036.44,846.752,708.752,43.7283,157.003,53.567,322.879,339.967,336.403,280.452,275.318,908.986,609.71,1190.76,126.74,255.17,170.238,181.474,180.481,51.4495,213.067,290.524,526.343,389.111,417.14,127.562,70.7411,74.1961,53.7524,47.5781,23.6943,60.9207,1571.86,33.015,360.681,44.9036,517.309,152.17,68.8612,532.626,277.509,325.559,379.63,167.811,352.573,96.5839,120.604,130.458,1219.29,181.502,208.303,43.1923,246.776,102.851,283.986,53.6347,193.728,58.2698,240.987,299.193,607.806,91.54,31.0879,2471.27,449.777,408.417,52.2922
dimethyllysine,75.6033,83.6951,941.07,534.451,1079.24,310.248,66.4476,415.876,473.288,894.063,706.355,290.421,179.526,21.9766,693.264,108.686,1449.66,871.579,767.404,298.512,1109.56,978.729,1218.66,898.85,342.6,447.218,181.14,75.9385,1802.01,56.3555,132.497,3002.05,127.148,1471.94,221.282,240.474,149.584,610.848,141.391,1233.03,1247.48,366.604,489.864,381.379,488.105,218.821,231.182,548.075,1562.11,1428.88,3592.7,165.59,3873.8,2477.02,3214.13,75.4993,1684.74,2525.18,21.6066,64.1992,1591.85,1954.01,1677.07,1597.28,444.159,264.626,64.7552,582.372,3072.28,500.656,945.407,816.335,725.801,483.034,292.56,7914.08,1730.21,579.391,2023.43,6706.78,31.6313,2623.58,77.9575,251.113,6526.3,189.567,1319.08,782.206,601.267,2922.11,433.959,580.968,1544.75,332.827,577.797,6902.59,709.959,470.632,652.878,31.2128,756.92,1355.4,38.8675,58.3971,20.491,151.994,131.32,88.4638,145.751,493.926,44.5024,702.308,57.019,20.2258,491.489,228.88,201.338,204.945,22.462,239.372,109.637,75.4156,160.807,73.8199,243.637,14.9759,69.8782,2272.96,1887.16,439.493,261.826,366.907,877.885,614.047,64.2952,126.041,53.8258,1479.07,489.06,2984.45,810.407,53.5483,1695.2,16.172,3301.08,28.8458,3292.58,137.554,254.484,133.891,30.5725,755.823,1039.33,729.201,43.523
N-acetylspermidine,1247.23,1253.29,232.238,1190.02,1573.34,3673.56,341.387,2023.08,12601.7,4602.86,14216.6,3101.01,594.954,1358.34,4022.3,1265.61,1782.9,5211.81,8805.57,9428.5,188.522,3585.47,5555.95,7479.6,3326.53,21406.8,3993.45,609.102,2054.86,3548.08,2201.31,5451.73,554.945,3971.71,5644.8,2368.42,3173.43,23491.4,1795.5,11589.4,10091.3,2958.46,13435.6,16532.7,4673.91,3475.56,8438.88,313.912,2232.9,2257.12,3839.72,1568.04,2944.04,5751.24,2625.01,756.104,678.515,11933.7,71.5059,557.703,1255.31,1004.65,10916.3,3063.61,5731.75,1265.34,489.374,1740.78,2774.32,2058.19,14017.2,17083.6,2368.85,11608.7,14435.6,1215.34,5127.03,5453.68,9866.18,3249.77,976.502,3281.81,727.062,3148.06,2979.52,1027.82,1590.7,2343.82,9223.53,1244.72,3902.98,2102.71,2281.19,6133.83,5369.56,1312.68,1591.28,1530.84,4405.37,2553.19,20969.5,18910.6,477.689,815.644,307.114,155.707,634.383,386.392,539.203,1174.26,497.509,272.905,178.944,59.2384,1142.15,1052.8,66.0811,209.222,60.5982,390.736,1587.08,1684.61,4743.78,416.396,7961.76,18.5025,410.142,2936.02,560.122,7610.59,812.335,6176.61,5349.41,165.766,84.9044,373.435,152.478,1808.75,662.664,1978.27,16893.1,388.142,308.011,163.529,8051.16,63.8419,3556.38,307.442,1120.64,1045.99,104.659,11555.2,1109.18,2724.09,2183.41
NMMA,6.91623,12.0239,57.1093,0.0,167.38,157.379,21.1559,36.5152,27.9369,164.281,184.431,107.511,11.5461,8.61796,54.1833,102.784,60.0509,141.787,89.9874,123.286,45.3359,168.974,250.91,74.3444,43.9948,121.866,60.9641,95.6711,57.3052,12.8732,86.652,367.285,95.3702,75.3183,79.547,166.937,35.0928,253.731,167.993,107.809,322.491,80.3947,89.9003,23.2155,139.633,14.04,47.9043,125.733,204.455,96.3495,331.799,29.1868,933.153,249.206,160.527,28.0469,144.313,124.008,18.5521,12.0039,265.13,171.368,122.664,35.927,53.8419,113.178,113.621,119.55,337.255,41.673,45.9532,44.494,151.461,368.782,95.0081,1115.48,350.497,25.0551,211.808,1263.58,31.3389,185.941,23.1945,58.4817,1265.42,97.6783,103.785,163.554,49.1491,164.077,124.468,75.3014,128.967,118.24,36.525,1349.69,148.967,53.6364,229.85,22.116,199.698,105.39,10.2539,0.0,23.1106,22.8369,29.165,0.0,39.3754,29.3367,47.202,61.8627,33.9685,30.9148,44.3531,17.3445,11.3845,7.3242,0.0,26.3251,22.0682,30.9004,24.1419,0.0,25.616,5.07834,7.58619,214.24,68.682,86.7913,29.8041,31.7292,200.265,12.6708,14.3657,0.0,0.0,141.794,14.4864,465.799,202.728,13.642,40.4328,10.1022,225.015,9.94568,90.8595,0.0,45.9474,13.8771,7.93667,218.147,41.0841,39.7735,35.5341
trimethyllysine,244.588,105.54,508.638,153.133,569.729,180.152,1783.17,86.4864,1086.86,3875.81,563.581,1749.23,114.101,67.2075,373.992,527.684,649.01,1004.93,275.891,9430.45,255.966,5417.11,609.928,1490.88,838.17,2614.29,419.418,190.833,895.872,317.032,440.458,4952.35,561.863,957.327,1471.29,637.013,493.969,1250.36,410.114,839.087,1371.64,755.558,1246.82,376.282,282.541,248.065,2008.24,8201.65,4493.76,12215.0,2584.33,519.143,2242.11,1505.76,3765.16,184.311,2501.86,13123.3,58.0532,317.531,5930.77,3151.62,621.612,440.983,338.945,477.661,458.349,904.305,10106.4,491.86,582.164,7187.68,432.011,1272.52,606.336,4302.63,386.032,792.365,832.245,5011.64,166.048,1432.09,358.698,411.849,3321.89,8970.88,1819.67,210.703,641.38,3255.29,329.408,5926.14,1011.36,706.507,341.8,3206.14,549.144,841.012,11490.3,143.883,806.251,6455.41,89.6052,6316.77,170.744,53.6946,1212.37,1251.81,132.817,3088.71,150.005,5228.54,319.257,76.3778,381.687,95.0879,516.132,194.209,77.4865,80.0694,65.1921,155.165,109.207,38.135,444.308,67.1343,123.072,8738.5,4342.49,959.458,20294.8,9716.2,21679.8,180.228,1535.64,228.928,62.6747,6341.27,153.653,7014.97,11350.0,218.793,1997.73,140.34,13259.1,71.6345,5806.07,43.1169,90.3434,133.378,58.3827,267.2,5676.94,1620.95,444.482
