,PRISM.7122,PRISM.7147,PRISM.7150,PRISM.7153,PRISM.7184,PRISM.7238,PRISM.7406,PRISM.7408,PRISM.7421,PRISM.7445,PRISM.7486,PRISM.7496,PRISM.7506,PRISM.7547,PRISM.7658,PRISM.7662,PRISM.7744,PRISM.7759,PRISM.7762,PRISM.7776,PRISM.7791,PRISM.7843,PRISM.7847,PRISM.7852,PRISM.7855,PRISM.7858,PRISM.7860,PRISM.7861,PRISM.7862,PRISM.7870,PRISM.7874,PRISM.7875,PRISM.7879,PRISM.7897,PRISM.7899,PRISM.7904,PRISM.7906,PRISM.7908,PRISM.7909,PRISM.7910,PRISM.7911,PRISM.7912,PRISM.7938,PRISM.7941,PRISM.7947,PRISM.7948,PRISM.7955,PRISM.7971,PRISM.7989,PRISM.8095,PRISM.8096,PRISM.8101,PRISM.8106,PRISM.8129,PRISM.8226,PRISM.8244,PRISM.8264,PRISM.8275,PRISM.8283,PRISM.8332,PRISM.8336,PRISM.8361,PRISM.8374,PRISM.8377,PRISM.8406,PRISM.8441,PRISM.8444,PRISM.8447,PRISM.8452,PRISM.8458,PRISM.8462,PRISM.8464,PRISM.8466,PRISM.8467,PRISM.8475,PRISM.8480,PRISM.8483,PRISM.8485,PRISM.8496,PRISM.8502,PRISM.8503,PRISM.8511,PRISM.8513,PRISM.8515,PRISM.8523,PRISM.8534,PRISM.8537,PRISM.8550,PRISM.8564,PRISM.8565,PRISM.8573,PRISM.8577,PRISM.8589,PRISM.8591,PRISM.8592,PRISM.8605,PRISM.8624,PRISM.8628,PRISM.8629,PRISM.8667,PRISM.8675,PRISM.8683,PRISM.8692,PRISM.8696,PRISM.8728,PRISM.8734,PRISM.8735,PRISM.8746,PRISM.8749,PRISM.8753,PRISM.8754,PRISM.8758,PRISM.8764,PRISM.8765,PRISM.8774,PRISM.8776,PRISM.8778,PRISM.8783,PRISM.8784,PRISM.8785,PRISM.8788,PRISM.8789,PRISM.8794,PRISM.8795,PRISM.8800,PRISM.8802,PRISM.8803,PRISM.8805,PRISM.8806,PRISM.8807,PRISM.8809,PRISM.8815,PRISM.8841,PRISM.8843,PRISM.8844,PRISM.8846,PRISM.8847,PRISM.8849,PRISM.8878,PRISM.8882,PRISM.8892,PRISM.8894,PRISM.8898,PRISM.8924,PRISM.8932,PRISM.8982,PRISM.8998,PRISM.9010,PRISM.9018,PRISM.9030,PRISM.9033,PRISM.9074,PRISM.9079,PRISM.9126,PRISM.9148
malonate,174.406,82.2969,154.547,87.201,73.0385,31.9592,265.957,81.0969,311.906,1598.33,72.4507,233.588,615.267,47.9396,466.346,86.8752,40.4927,742.179,415.391,415.201,290.797,209.131,135.852,239.714,68.1723,387.209,67.8009,167.635,119.2,68.2163,361.247,489.558,87.3235,154.678,1266.77,113.53,345.263,102.0,80.0313,90.8778,336.728,71.511,1319.2,109.893,96.8375,183.279,373.267,938.439,193.492,611.075,1144.97,388.103,1225.41,615.096,126.863,162.513,236.013,305.642,77.6038,80.5936,348.517,166.043,65.7352,18.3678,457.364,92.7776,64.6461,55.0972,426.583,36.1245,58.0243,3369.49,122.011,308.369,1851.52,42.5267,65.2756,757.698,1051.88,165.868,55.7463,343.186,234.711,50.1352,82.552,321.485,489.064,909.076,478.056,69.9323,329.842,111.371,175.94,88.6208,79.5076,284.216,90.1311,42.8346,1134.22,173.23,874.84,238.74,76.5325,439.995,220.579,109.71,164.979,511.679,212.975,454.06,117.638,119.426,103.817,161.909,109.658,92.3298,84.5598,39.5691,72.1218,76.1368,143.864,136.621,139.061,58.8593,179.691,239.765,171.987,2108.86,1364.58,806.291,2014.03,1063.83,597.571,22.8993,90.1943,669.901,75.43,412.49,73.5427,296.968,621.178,223.779,112.273,82.5208,1143.54,80.2729,1125.21,219.262,1319.94,755.807,70.4462,640.829,380.049,2241.96,133.865
alpha-hydroxybutyrate,32.7535,31.7497,692.326,64.7021,81.3763,65.193,198.875,56.8318,39.3652,315.049,36.5397,510.767,49.7763,45.3802,159.661,78.0582,65.4554,181.723,168.184,2630.9,62.6553,2312.62,97.3626,1024.46,182.664,261.187,174.769,37.5091,220.379,82.4284,289.554,4146.32,82.5208,121.964,41.9079,72.8588,28.0657,135.675,48.1267,70.5641,77.7021,77.998,224.665,188.716,129.675,110.751,503.366,211.474,2212.82,736.248,225.76,83.9247,2632.24,190.573,7522.6,19.9791,1503.33,509.29,15.8274,56.4614,523.856,781.142,132.97,508.196,637.904,88.3294,19.7606,43.034,2303.44,28.9847,41.8674,259.566,26.5675,82.9941,113.736,8523.93,66.0432,210.314,21.3967,5098.94,73.6175,437.8,367.862,33.2005,8341.25,219.379,143.809,1505.27,113.383,904.006,98.4422,61.2948,186.225,317.555,188.22,5361.74,103.258,21.6741,797.936,351.823,106.83,125.962,90.193,38.1527,63.588,17.3597,35.3156,236.923,122.14,147.318,46.9175,102.056,35.3912,34.0321,301.265,144.302,31.7778,42.1454,8.36082,99.5907,227.725,183.511,75.5179,24.8234,106.441,14.5116,145.139,1915.25,29.4897,48.2602,1434.19,568.91,2466.87,17.9099,34.041,21.0465,88.6843,1743.8,29.0286,2444.12,289.008,67.136,54.0847,9.83568,1148.71,31.9395,573.769,74.0161,17.6797,33.9755,24.2117,35.1848,35.8957,273.722,258.059
serine,2624.942,124.5342,1898.191,185.8649,1636.652,757.934,0.0,431.066,1934.285,1526.302,1834.579,2371.89,87.9664,155.211,1792.429,1743.311,1357.379,2717.058,1202.036,2209.949,2794.28,1176.611,3395.132,2532.824,2480.366,1623.055,2909.539,2973.114,1303.137,1178.605,2102.68,4589.82,1977.599,1960.298,1946.05,3121.09,1361.964,1971.562,1849.8,2068.901,2171.441,1896.352,2060.587,2493.698,901.011,1376.074,1224.905,837.876,1777.601,750.321,3075.86,387.88,5272.79,1531.887,3132.11,543.076,1995.567,3391.753,165.7367,543.979,7342.61,3091.288,2479.58,3298.4,2014.284,3042.668,2019.268,1700.664,7342.35,3329.62,2000.798,1082.195,2320.759,3659.09,3321.908,6340.8,2159.224,2610.672,2355.31,3445.38,2249.826,3223.597,1693.266,1300.52,3633.36,1507.239,516.478,1590.77,1723.745,3689.69,2101.481,1844.936,2764.389,1699.441,1647.331,7778.37,2569.318,1358.475,726.425,920.919,1265.838,704.455,151.5383,55.3047,288.893,139.2028,80.0921,85.8035,37.2694,281.547,45.3315,149.5071,196.7967,169.1302,1128.066,88.0575,239.763,1223.46,718.648,337.5265,31.4863,252.112,74.7917,115.9722,100.5773,641.738,790.048,784.353,60.5025,2163.246,32.9975,1488.891,1450.026,1132.647,18.9822,883.729,229.329,3607.85,224.761,5166.43,1539.31,1241.536,54.2485,433.085,3097.19,299.868,1186.004,541.081,32.9323,84.4643,6.99077,774.336,1307.008,1838.921,776.441
glycerate,205.549,170.352,969.514,211.185,552.678,184.076,109.674,1543.03,887.696,325.896,461.474,629.6,358.543,508.832,627.008,283.786,1744.9,490.899,350.74,1680.67,1802.81,484.707,5225.39,849.976,907.057,3057.78,2209.14,457.392,2686.39,328.563,358.228,2268.3,571.124,3393.75,502.677,3342.84,605.256,3160.26,565.441,451.148,1642.63,767.089,272.049,523.103,1070.29,727.957,2546.03,987.866,595.644,818.185,787.643,1583.71,1459.5,265.995,1402.92,889.208,348.876,558.246,212.031,498.292,1000.44,875.022,375.946,957.943,985.785,398.412,327.933,151.547,738.462,619.292,610.31,840.243,838.878,3313.58,486.801,5560.57,659.406,221.562,417.623,4277.3,773.379,1161.14,1000.19,120.786,6353.36,305.351,635.523,424.623,366.707,650.771,119.032,190.807,2719.39,798.13,250.885,2260.04,1540.82,1025.83,483.667,591.186,336.274,547.048,540.134,292.151,477.091,188.299,232.035,206.335,255.681,324.572,635.163,120.241,574.977,1207.39,848.339,1224.28,561.35,310.706,468.175,950.966,210.012,1325.91,1625.32,261.078,1566.94,1122.04,95.568,317.74,42.9364,632.718,443.049,682.118,483.7,572.289,131.467,265.938,312.603,926.301,584.528,2170.7,286.072,1170.87,414.951,159.482,920.476,511.755,3632.66,438.532,83.496,311.763,94.1194,1256.17,1943.99,5558.11,2802.05
pyrocatechol,23.5702,42.4987,13.9084,23.0509,234.976,3.56562,0.0,12.4725,210.903,67.5122,86.2992,64.2385,79.9179,47.4746,37.875,234.586,32.6063,4.75074,38.4279,236.528,5.39033,2.07247,172.897,196.463,28.2489,679.034,24.0933,28.9496,116.457,18.21,137.535,3.52272,20.3337,77.3859,38.7931,61.6017,52.6008,119.791,99.4404,135.563,47.3099,209.426,466.058,22.6332,43.2389,21.233,113.768,7.84189,0.0,7.7004,155.253,165.936,19.2221,11.0305,4.05146,40.1066,0.0,24.8812,32.7642,24.4913,0.0,13.6633,132.576,25.5361,31.9872,36.9114,22.5428,45.0486,0.0,20.3732,158.047,1058.07,30.7624,87.3517,128.242,0.0,189.799,68.6694,69.3817,4.11497,153.649,12.08,21.1467,14.2529,0.0,9.40648,32.5385,69.2239,76.6831,11.0088,65.3624,38.1904,76.5905,109.087,42.91,7.17213,43.239,40.3442,12.1843,9.42985,42.6784,91.0897,33.2599,134.887,43.6792,49.3611,31.036,135.87,65.5866,55.469,315.505,2.22633,40.5715,65.8384,96.2161,162.025,22.4977,178.156,20.8146,55.2831,118.229,350.091,76.4116,36.1671,131.799,17.9023,12.9157,83.0895,95.48,50.4005,31.8475,299.558,119.233,11.2749,38.9962,109.873,10.0646,0.0,70.475,6.17234,146.6,22.0514,157.024,28.571,76.5858,6.39642,9.17121,29.5241,148.988,98.4685,12.0638,11.4652,16.9625,13.8199,9.60915
uracil,1143.26,65.0007,5492.72,167.95,7881.59,655.398,148.735,4016.22,7455.36,3543.5,3169.11,4959.81,635.196,746.786,2900.83,4899.07,7962.2,4946.62,2233.76,6936.22,7426.95,2738.2,5329.09,9142.31,7730.33,9616.45,4192.55,6145.34,4473.22,1882.39,6889.63,2266.75,3569.47,5426.5,2335.69,5687.56,3964.07,6826.36,9221.53,6370.23,2493.71,9214.37,2402.23,2481.8,3613.92,1380.64,14667.7,740.969,3371.91,1780.86,4451.65,1233.03,2665.0,7621.36,1631.66,1385.36,22.9687,4207.16,206.208,961.965,954.133,6069.32,9471.42,6471.91,2428.82,7171.86,2892.6,9339.21,1875.67,4018.97,2914.57,2658.56,3122.06,11520.9,8870.09,3123.54,6028.34,2811.08,2202.31,2469.8,8419.39,2489.92,7415.88,2583.87,5370.21,318.891,828.185,4159.03,3455.08,1555.16,3817.55,8109.91,6251.72,8841.57,2636.3,3708.24,4956.3,6690.27,523.932,484.402,1396.55,4175.85,207.261,33.4154,331.119,414.466,0.0,1304.38,140.151,997.782,48.4828,80.5567,752.029,592.906,1074.44,1083.33,847.623,1006.47,234.106,3557.4,1009.81,592.875,66.1236,495.735,371.195,1114.05,808.939,2529.44,548.965,3931.13,49.0632,775.858,1475.19,2663.35,0.0,915.308,677.135,1248.83,1121.73,2335.38,3679.9,2319.98,583.711,378.993,2993.85,611.893,374.175,1262.75,13.2516,668.203,88.907,895.194,1185.57,1564.19,86.3907
proline,27225.07,2043.579,23146.37,4738.605,11402.43,5123.593,711.9859,7752.418,12262.02,8122.61,7630.12,22812.96,3270.378,3150.466,16933.35,25126.59,20235.22,20379.54,6395.863,15150.9,26724.7,8379.44,26066.38,20628.22,33094.94,8636.89,25480.5,33406.77,16757.12,11824.02,26237.43,15230.17,27894.77,24283.68,22289.11,22240.73,12019.06,6440.08,20410.75,16447.55,23447.92,20232.5,10414.83,9260.74,3505.993,11087.4,15480.14,9812.75,50644.7,9719.27,15375.74,7859.632,28775.94,10428.39,11611.57,9650.364,29105.0,16404.2,3487.086,7253.608,43706.4,32981.13,26573.05,25474.37,21682.24,47313.44,20653.73,15188.74,76303.7,38514.89,10883.06,7746.62,13384.23,26540.15,19290.56,53649.6,24858.66,20337.95,22670.15,45031.25,22835.02,29597.58,36806.84,19355.95,45268.28,24926.81,1144.66,14600.66,15357.55,35589.61,11669.56,19954.31,24743.98,17126.72,12774.69,54863.1,27868.23,18468.8,30516.7,972.833,6104.51,4691.804,4838.742,2665.822,4237.873,4241.453,2752.5439,22920.14,7033.518,9656.694,3208.091,41484.98,6053.012,4555.873,12550.02,2231.4673,6202.756,20449.53,9792.535,7755.766,2694.2957,4598.731,3364.659,2025.703,3975.509,6826.533,11368.53,6207.269,909.2694,20809.39,5532.272,12311.39,13886.87,26437.02,18594.71,13739.46,6322.938,41114.1,7888.095,47825.41,64645.0,20218.24,2522.65,8412.125,20157.48,4141.748,3315.376,10978.383,4302.28,3760.534,1025.3596,1541.716,2828.589,1958.667,3017.628
fumarate/maleate*,1156.86,125.779,2013.97,79.9481,2179.02,221.679,208.673,275.842,836.192,907.89,1135.68,841.329,222.585,34.7108,2150.39,1400.78,1147.52,1056.76,345.648,1969.69,1230.27,1483.91,1786.33,2456.7,1139.92,2487.47,1541.62,542.977,1734.85,849.229,1891.61,915.795,1367.57,2195.32,2183.19,1693.21,1676.15,1735.09,1162.08,2185.56,1189.43,1931.39,2275.61,1720.1,1333.11,684.097,2937.61,597.485,927.894,1473.78,1597.07,308.967,2124.64,978.116,711.763,162.423,727.417,1569.63,0.0,194.823,46.7638,320.923,755.356,1288.37,237.439,1472.43,1149.26,1814.03,376.829,907.309,1537.18,1496.06,1520.33,1796.06,2225.41,3215.14,1570.22,1185.39,1218.47,1693.58,1716.11,857.316,2397.05,205.741,2178.73,94.8487,147.428,1105.84,427.269,176.05,309.083,2027.83,1748.67,1475.21,703.255,2569.08,1066.87,1235.1,1262.55,429.315,675.399,908.169,141.596,305.342,449.854,151.757,262.06,143.032,102.014,282.657,66.79,102.022,127.487,230.174,251.178,161.0,226.178,284.587,138.141,317.525,305.317,157.819,157.786,160.191,166.186,354.293,112.671,836.056,96.198,1050.38,302.677,773.936,1991.34,476.303,369.888,469.655,127.782,918.539,153.209,1603.2,1672.64,593.697,207.24,167.238,2447.38,192.185,395.659,170.3,89.719,80.7197,80.9102,114.272,198.019,393.256,160.977
alpha-ketoisovalerate,1288.08,11.1852,1757.35,7.63654,170.585,168.654,0.0,59.1738,194.281,72.2438,62.9857,822.653,2.26829,0.0,334.93,456.433,1258.06,386.922,74.5806,757.936,1845.52,432.174,584.274,902.041,880.309,193.374,477.112,834.057,570.405,404.056,388.609,141.67,703.298,1185.33,314.029,431.684,227.111,30.7706,613.56,1050.23,561.838,146.457,35.8661,529.766,320.235,351.041,1163.29,352.434,334.395,546.841,70.767,51.5274,2100.3,53.807,118.405,58.0239,7.15913,141.611,23.794,31.716,226.916,2042.02,135.902,1067.1,248.733,1315.14,883.553,335.791,68.0262,1107.54,239.038,300.662,279.421,1097.96,399.839,33.4606,203.456,851.816,644.699,199.606,847.902,1609.77,2656.4,686.931,383.336,19.0924,37.3605,356.452,210.069,46.171,48.6648,717.664,330.202,843.147,339.674,1125.11,743.33,388.799,117.406,18.1637,165.696,29.7461,6.12213,11.027,71.6054,17.1197,8.93089,19.9965,0.0,16.6736,0.0,16.7792,23.2258,8.86851,24.6539,11.2726,23.7805,88.6968,55.2389,12.8946,7.05843,23.1724,0.0,15.3801,17.6471,914.886,56.7643,34.775,4.78683,116.361,5.70997,91.3448,72.7555,16.0096,0.0,17.8422,44.674,141.322,14.2019,329.305,667.95,220.417,13.2144,98.2302,339.263,30.2421,15.8906,36.0066,9.92864,0.0,0.0,16.5583,28.1584,62.8241,37.5543
caproic acid,372.631,4760.43,2675.13,145.896,338.366,0.0,14.6226,182.8,25.4089,928.402,611.184,280.116,66.8449,241.333,80.0619,5662.02,300.569,14.7215,12.8472,285.235,123.363,95.8311,157.697,1816.88,3279.52,260.663,287.814,188.343,183.592,16050.1,7189.46,97.1945,1145.85,139.46,8575.57,7212.29,94.5441,381.114,19860.7,10666.8,194.398,11983.9,87.1972,851.653,479.739,407.423,8020.52,53.2909,29.6145,3.92456,28.075,88.757,43.1893,895.512,768.187,150.219,27.4056,2009.18,1095.73,5277.97,12.6599,159.422,187.095,331.398,100.234,6600.91,650.867,1583.95,7.13839,1285.13,679.65,321.705,278.442,242.255,138.014,2978.76,1868.77,823.344,935.489,0.0,1129.26,637.439,2443.58,142.519,11588.5,8.27591,159.05,2438.05,143.456,8.48991,389.073,9396.56,6609.75,440.1,373.649,111.102,353.688,569.642,27.7516,22.0113,32.2814,5599.2,11271.3,103.533,900.769,83.7701,112.95,12.9674,4945.59,1273.07,7134.8,19.7924,512.435,3914.97,534.638,200.334,846.71,184.978,1576.95,7482.94,6616.48,6323.45,202.366,57.2774,162.528,667.305,65.8067,2965.59,28.1757,11.4212,13.121,0.0,11.3987,1998.76,61.3798,78.2286,27.5963,34.5229,189.086,71.734,0.0,271.144,741.593,484.151,2574.76,2277.59,7.57445,1603.78,363.871,115.302,58.3826,709.139,66.8901,68.7891,154.062
valine,38740.18,1279.586,36797.12,3241.39,19999.49,81564.6,1621.041,7598.03,30271.4,50866.5,45358.5,33065.4,830.486,2660.4,31771.9,25129.13,24396.66,39786.7,38507.6,37302.5,46493.0,45465.5,32224.9,30997.66,45864.1,21574.4,34627.7,44647.6,18311.75,25135.87,44436.8,64805.0,27741.4,39176.4,22472.27,36537.42,20790.7,23105.68,31560.31,28514.24,32202.4,27795.32,46630.5,31708.16,13554.37,26374.03,26090.8,38594.92,48272.1,14569.73,66682.3,4729.05,60938.1,59569.8,35284.7,6337.21,23670.86,42927.2,2250.995,5085.75,50123.5,56219.0,45989.2,46467.92,22840.28,65469.4,32192.85,24102.51,79678.7,48804.7,24082.66,24428.5,27823.28,49758.1,42213.48,51008.4,28537.14,45537.7,82327.5,57999.2,35336.51,48107.4,40316.8,27145.32,55431.0,23051.06,29764.0,20697.05,27632.89,34759.29,29025.42,30335.38,30713.1,36790.66,21500.11,89027.8,45140.7,24589.97,37249.54,9668.29,17086.5,26270.31,1522.806,12412.26,4298.26,2344.31,4324.182,5937.57,2830.077,5975.14,513.84,32413.9,1262.258,2043.906,10968.93,2021.457,3900.3,11425.99,6157.76,5727.0,397.179,2633.695,11274.482,1912.906,2700.31,7231.7,8536.49,49729.4,21039.33,42177.5,12748.09,32981.0,29046.72,16757.06,8609.08,15340.94,2478.02,36831.88,4209.92,60490.0,51656.2,18019.32,9060.74,4763.97,53454.2,4477.233,29169.97,5565.16,16070.86,8208.464,155.8286,41210.0,10655.77,23409.57,14341.4
succite,3971.72,304.615,5562.84,859.569,1778.24,248.211,4121.43,1426.52,2239.85,15081.4,2998.37,2217.08,820.505,1223.72,2877.48,4202.48,180.429,5546.67,3049.63,15634.4,3438.02,5535.41,4656.12,2040.36,4478.29,2696.6,1120.4,3098.5,1524.13,445.694,5978.28,5048.98,1077.01,3708.8,1835.26,2974.02,2693.88,5720.1,1767.83,3256.02,2923.68,1696.12,10887.7,1017.58,6670.95,942.66,14980.4,3475.31,39550.7,3835.46,35038.1,2716.95,4270.8,19535.4,26468.2,1850.73,10683.3,8847.56,796.466,905.573,11565.2,4871.24,1398.01,3007.19,3323.35,1231.33,1196.55,194.41,4981.07,1238.4,976.124,987.509,1139.92,7076.16,3453.2,2549.79,1255.63,395.6,29539.4,12511.7,2374.07,3394.78,2552.96,1111.09,12520.6,13602.9,6572.41,16431.6,2202.17,16897.2,5738.34,2008.22,1758.51,1676.98,2930.25,19371.3,2818.19,334.827,4512.09,3121.41,33226.2,23868.0,890.085,9633.36,1246.65,895.738,7351.18,17412.9,5492.9,3688.79,1029.27,238.57,1173.9,1623.13,2663.66,611.476,904.765,557.589,609.632,3762.61,1351.3,765.755,1847.85,461.796,3219.03,1997.51,592.113,16929.2,450.67,16389.7,31370.9,35178.1,33565.0,643.947,12752.7,15839.3,653.842,19034.0,1850.49,18160.8,2212.8,996.397,6062.46,458.774,32209.3,549.406,24949.8,823.08,18918.8,3047.65,172.61,41870.8,4917.11,28493.5,8649.51
hydroxyisovaleric acid,187.254,64.6808,4023.77,86.5631,97.6904,335.148,82.3141,579.43,1319.95,289.737,622.882,207.808,111.6,306.047,272.469,586.733,740.908,841.878,804.462,2210.85,436.613,6078.19,661.109,1752.69,271.321,730.252,311.57,162.386,326.274,407.599,833.244,1039.15,210.213,610.158,201.264,378.677,152.508,839.541,469.482,1165.76,189.812,34.9343,778.278,2949.3,372.867,549.306,755.974,4402.56,1347.24,428.31,2035.42,260.422,1046.21,1054.32,8506.4,122.093,310.96,178.706,105.32,62.8541,1190.18,2725.3,392.706,375.447,623.434,952.408,571.875,415.443,666.05,983.932,85.8441,822.206,115.626,194.952,239.921,1913.01,99.1806,72.686,467.99,1195.31,291.744,985.188,360.14,983.075,3703.01,64.1549,546.353,1458.59,234.399,916.719,205.789,400.294,279.346,615.797,438.189,4509.06,682.235,100.017,5826.59,102.271,850.336,2723.71,65.3794,76.736,289.146,171.79,111.154,364.121,642.696,338.373,144.042,642.745,106.806,131.682,188.017,152.311,367.317,89.3682,110.851,269.82,24.5963,123.431,150.385,166.041,650.846,175.515,63.515,1944.35,248.405,549.188,1069.98,1183.1,827.411,176.659,286.835,140.144,131.926,1238.65,156.056,1227.75,3850.46,270.595,276.88,404.947,3977.62,66.4985,1864.96,128.537,256.139,296.219,30.7244,49.2514,133.543,228.873,792.143
threonine,5987.849,176.3627,5879.413,154.8448,4068.374,1125.671,84.8151,1488.244,3331.369,3054.726,4150.364,4672.22,104.4712,413.542,4541.144,3342.294,2337.43,5273.07,1853.205,5886.982,3714.201,2638.35,5997.8,6319.78,5677.03,4144.159,5986.69,6362.388,2345.088,3170.859,5546.96,10728.0,3787.01,6611.11,3706.17,5571.837,2918.479,3845.026,3132.756,4507.221,4374.525,3914.162,5379.594,5706.085,1960.976,3866.222,3835.427,1425.573,4973.091,2365.333,7972.34,565.23,10566.22,3982.718,4119.16,1324.07,5981.65,5864.25,264.575,847.468,14854.19,5708.3,5807.98,9456.07,5814.39,5712.84,3286.585,3738.535,18578.52,7112.74,3492.704,2813.797,4726.012,8457.51,8007.28,9816.2,4650.544,4344.431,5363.01,9197.89,4253.955,6126.44,3255.745,4814.13,7478.62,4200.247,867.334,4393.015,4152.893,8261.96,4631.764,3043.267,6465.53,4096.658,3789.008,14719.01,5212.27,3154.431,15228.54,1508.039,2658.814,1006.957,228.9576,19.1102,556.596,251.5184,123.3832,210.0537,57.9713,694.45,44.7561,222.0556,248.424,303.2612,2219.305,159.0777,604.887,1935.308,1321.65,320.429,59.6166,312.756,95.864,267.3131,205.4228,1709.994,1808.942,7211.54,83.744,5023.99,183.8977,3707.876,2818.277,3977.48,23.8498,2281.1,609.568,9996.67,567.42,10706.32,3560.268,3181.75,101.6761,1084.046,6253.35,985.861,2743.717,810.177,114.0267,192.1256,12.4525,1682.742,2447.461,3411.816,1964.175
4-hydroxybenzaldehyde,1492.37,544.207,5126.41,376.044,302.201,647.134,590.192,343.584,602.873,158.012,217.841,2899.41,304.886,528.233,477.562,564.294,4984.54,1230.53,243.654,762.128,5963.39,539.246,505.247,1247.46,1076.89,383.448,888.067,970.925,552.905,1650.35,728.203,307.436,1103.94,1638.02,1006.73,939.095,195.935,102.484,1965.9,861.061,1022.59,357.065,108.654,796.623,210.621,673.755,1530.27,1708.32,201.564,199.577,83.5334,510.437,741.201,392.953,105.155,406.39,49.9297,502.805,346.463,357.67,100.762,8923.29,2150.66,1898.35,345.993,4394.15,2416.46,1067.9,430.213,3839.62,442.053,611.897,610.857,1366.71,439.066,86.0486,387.979,717.803,631.675,918.338,1004.44,5688.75,5182.15,1314.12,1233.69,100.482,2301.62,1364.21,1976.03,193.082,319.19,3519.2,625.473,1590.99,280.5,2067.14,2778.27,859.945,64.5131,1206.88,1466.59,152.692,312.478,409.432,513.429,565.89,230.276,365.3,887.1,548.438,369.334,354.695,466.344,289.099,413.464,598.246,393.263,391.985,308.035,310.648,222.828,419.66,267.328,344.776,487.866,1214.39,666.749,107.907,228.197,261.591,462.407,483.98,463.085,125.318,268.449,964.084,138.299,285.773,272.519,236.795,278.277,1435.08,171.002,445.449,837.937,192.516,195.982,1167.59,361.729,251.12,440.933,390.716,867.792,290.402,1214.62
nicotinate,1674.25,384.634,304.723,309.057,1050.75,140.15,17.7549,1462.44,1230.26,1027.49,1096.19,974.836,301.79,595.992,3891.11,968.908,1019.58,1204.4,368.578,599.478,889.901,434.535,1557.57,1128.64,812.187,2809.0,1271.51,1110.92,1933.67,1163.71,1116.11,360.947,549.018,1983.36,2116.84,1690.28,1285.47,2019.85,1660.0,3378.47,1290.12,1699.05,573.364,2566.52,399.713,1021.41,2487.12,334.332,247.474,464.239,370.571,1734.97,942.698,582.071,107.64,1485.98,30.4827,1476.62,298.043,1213.79,78.8029,1092.23,941.712,1743.9,1114.35,816.007,612.517,584.569,167.908,887.618,1418.9,1465.29,821.758,1562.88,1906.16,358.611,1270.06,238.544,920.897,260.814,1305.67,674.486,1234.21,63.132,280.559,86.9249,243.616,363.103,1164.38,90.5374,634.126,1518.5,898.523,878.668,689.409,282.123,1415.93,334.613,236.467,196.191,1268.03,574.025,808.948,484.803,656.119,320.245,189.019,127.549,57.8595,815.072,716.661,60.6247,567.386,1090.4,1401.35,1200.95,658.802,528.707,569.067,2643.29,1114.81,1865.58,1210.16,241.454,1577.29,616.168,204.468,205.864,85.037,386.591,93.7476,557.392,475.35,422.842,93.5422,301.508,252.021,77.2209,701.299,218.745,1357.66,1107.7,833.356,139.233,1403.1,283.999,349.702,592.917,506.468,358.251,62.75,481.386,838.872,754.97,1371.07
4-methylcatechol,1507.62,145.222,30.3396,1240.3,139.924,5.85767,0.0,23.6063,137.516,4.36859,45.5056,5.60086,99.705,58.3007,11.6314,609.448,26.9635,10.8206,5.579,10.1014,6.97684,5.46784,15.062,19.5951,6.18548,46.4555,28.591,53.2679,7.77243,321.883,413.006,4.82665,7.51544,40.8653,53.8827,430.61,289.912,7.6604,43.3802,248.579,22.9243,1079.43,17.0116,12.9877,7.51237,19.2353,33.6426,10.6553,6.49709,5.12887,5.16451,601.475,5.56235,6.40795,0.0,11.68,0.0,9.29725,96.9982,19.523,5.37433,4.78926,66.8917,21.0403,60.1485,255.355,71.0989,12.0391,6.24376,16.4917,190.67,147.537,22.878,6.66397,1192.33,0.0,236.136,3.90386,42.7753,2.11103,103.27,4.19806,6.60302,4.20814,0.0,6.71185,7.14388,3.82926,7.17896,4.54895,30.4519,63.3348,11.4093,101.488,13.4079,2.59994,5.74152,7.40453,3.608,6.08041,9.9754,8.40345,35.873,9.24956,82.2568,414.802,5.05354,0.0,19.8712,30.9571,247.78,0.0,50.9797,1406.3,134.036,88.8205,1367.7,69.6235,41.6457,197.093,1029.07,135.093,380.738,31.9998,188.693,4.79239,3.66377,6.60167,2.7186,6.87884,8.25383,8.49445,69.7354,5.0554,0.0,5.44165,4.92089,5.60167,13.9457,4.383,3.63088,11.9357,16.5968,3.03739,11.193,23.6753,5.79456,7.79893,4.20693,91.425,10.0938,4.20468,7.57616,5.70474,8.60376
